State_Name,District_Name,Crop_Year,Season,Crop,Area,Unit,Value,Domain,Unit,Value,average_rain_fall_mm_per_year,hg/ha_yield,pesticides_tonnes,avg_temp,humidity,ph
Karnataka,BAGALKOT,1998,Rabi       ,Sunflower,41359,hg/ha,24242,Pesticides Use,tonnes of active ingredients,6.77,641,23533,118930.56,27.54,81.33265073,7.375482851
Karnataka,BAGALKOT,1998,Rabi       ,Wheat,22207,hg/ha,23333,Pesticides Use,tonnes of active ingredients,6.77,641,23533,118930.56,18.49,80.52389148,7.778915154
Karnataka,BAGALKOT,1998,Summer     ,Maize,2252,hg/ha,27276,Pesticides Use,tonnes of active ingredients,6.77,641,23533,118930.56,26.63,84.04403589,6.286500176
Karnataka,BAGALKOT,1998,Summer     ,Onion,1032,hg/ha,26316,Pesticides Use,tonnes of active ingredients,6.77,641,23533,118930.56,24.78,80.54498576,7.070959995
Karnataka,BAGALKOT,1998,Summer     ,Sunflower,2262,hg/ha,26144,Pesticides Use,tonnes of active ingredients,994,641,23533,118930.56,26.08,84.49774397,6.244841491
Karnataka,BAGALKOT,1998,Whole Year ,Arecanut,1,hg/ha,26144,Pesticides Use,tonnes of active ingredients,994,641,103928,118930.56,22.35,80.64416466,6.043304899
Karnataka,BAGALKOT,1998,Whole Year ,Coconut ,571,hg/ha,26144,Pesticides Use,tonnes of active ingredients,994,641,103928,118930.56,20.71,84.94375962,5.824709117
Karnataka,BAGALKOT,1998,Whole Year ,Coriander,43,hg/ha,26144,Pesticides Use,tonnes of active ingredients,994,641,103928,118930.56,18.2,80.33127223,6.357389366
Karnataka,BAGALKOT,1998,Whole Year ,Dry chillies,619,hg/ha,26144,Pesticides Use,tonnes of active ingredients,994,641,103928,118930.56,18.2,82.73685569,6.364134968
Karnataka,BAGALKOT,1998,Whole Year ,Garlic,30,hg/ha,26144,Pesticides Use,tonnes of active ingredients,994,641,103928,118930.56,28.76,81.63895217,5.01450727
Karnataka,BAGALKOT,1998,Whole Year ,Turmeric,305,hg/ha,25000,Pesticides Use,tonnes of active ingredients,994,641,103928,118930.56,20.71,83.88266234,6.149410611
Karnataka,BAGALKOT,1999,Kharif     ,Arhar/Tur,5126,hg/ha,25000,Pesticides Use,tonnes of active ingredients,2513,641,103928,118930.56,27.54,82.1480873,5.950660556
Karnataka,BAGALKOT,1999,Kharif     ,Bajra,41122,hg/ha,25000,Pesticides Use,tonnes of active ingredients,2683.37,641,103928,118930.56,18.49,81.17734011,5.960370061
Karnataka,BAGALKOT,1999,Kharif     ,Castor seed,48,hg/ha,25000,Pesticides Use,tonnes of active ingredients,2853.74,641,103928,118930.56,26.63,83.15250801,5.561398642
Karnataka,BAGALKOT,1999,Kharif     ,Cotton(lint),11979,hg/ha,27273,Pesticides Use,tonnes of active ingredients,3024.11,641,103928,118930.56,24.78,82.95221726,7.416245107
Karnataka,BAGALKOT,1999,Kharif     ,Groundnut,13284,hg/ha,25000,Pesticides Use,tonnes of active ingredients,3194.48,661,103928,118930.56,26.08,83.7287574,5.583370042
Karnataka,BAGALKOT,1999,Kharif     ,Horse-gram,2555,hg/ha,25610,Pesticides Use,tonnes of active ingredients,3364.86,661,16111,118930.56,22.35,82.06719137,6.430010215
Karnataka,BAGALKOT,1999,Kharif     ,Jowar,11598,hg/ha,25610,Pesticides Use,tonnes of active ingredients,3535.23,661,16111,118930.56,20.71,83.52842314,5.534878156
Karnataka,BAGALKOT,1999,Kharif     ,Maize,30462,hg/ha,26190,Pesticides Use,tonnes of active ingredients,3705.6,661,16111,118930.56,18.2,80.14509262,6.903985986
Karnataka,BAGALKOT,1999,Kharif     ,Mesta,9,hg/ha,26190,Pesticides Use,tonnes of active ingredients,3875.97,661,16111,118930.56,18.2,84.81360127,6.271478838
Karnataka,BAGALKOT,1999,Kharif     ,Moong(Green Gram),18730,hg/ha,26744,Pesticides Use,tonnes of active ingredients,4046.34,661,16111,118930.56,28.76,82.36698992,7.224285503
Karnataka,BAGALKOT,1999,Kharif     ,Niger seed,347,hg/ha,26250,Pesticides Use,tonnes of active ingredients,4216.71,661,16111,118930.56,20.71,80.52586088,6.13428721
Karnataka,BAGALKOT,1999,Kharif     ,Other Kharif pulses,21091,hg/ha,25714,Pesticides Use,tonnes of active ingredients,4372.61,661,16111,118930.56,27.54,84.47963372,5.206373153
Karnataka,BAGALKOT,1999,Kharif     ,Rice,128,hg/ha,26667,Pesticides Use,tonnes of active ingredients,4528.51,661,16111,118930.56,18.49,84.59201843,7.782051313
Karnataka,BAGALKOT,1999,Kharif     ,Sesamum,1354,hg/ha,26000,Pesticides Use,tonnes of active ingredients,4684.4,661,16111,118930.56,26.63,80.70960551,7.062779015
Karnataka,BAGALKOT,1999,Kharif     ,Small millets,540,hg/ha,27500,Pesticides Use,tonnes of active ingredients,4840.3,661,16111,118930.56,24.78,80.41363018,7.730367824
Karnataka,BAGALKOT,1999,Kharif     ,Soyabean,5098,hg/ha,26667,Pesticides Use,tonnes of active ingredients,4996.2,661,16111,118930.56,26.08,83.06310136,5.286203711
Karnataka,BAGALKOT,1999,Kharif     ,Sunflower,26250,hg/ha,26000,Pesticides Use,tonnes of active ingredients,5412.5,661,91823,118930.56,22.35,80.3477562,6.766240045
Karnataka,BAGALKOT,1999,Rabi       ,Gram,18807,hg/ha,26000,Pesticides Use,tonnes of active ingredients,5412.5,661,91823,118930.56,20.71,82.22572988,7.382762603
Karnataka,BAGALKOT,1999,Rabi       ,Groundnut,15530,hg/ha,26000,Pesticides Use,tonnes of active ingredients,5412.5,661,91823,118930.56,18.2,81.89918197,5.658169482
Karnataka,BAGALKOT,1999,Rabi       ,Horse-gram,3584,hg/ha,26087,Pesticides Use,tonnes of active ingredients,5412.5,661,91823,118930.56,18.2,83.83625819,5.543360238
Karnataka,BAGALKOT,1999,Rabi       ,Jowar,160974,hg/ha,26042,Pesticides Use,tonnes of active ingredients,384,661,91823,118930.56,28.76,84.79352417,6.215109715
Karnataka,BAGALKOT,1999,Rabi       ,Linseed,5667,hg/ha,26265,Pesticides Use,tonnes of active ingredients,384,661,91823,118930.56,20.71,83.47021081,7.120272972
Karnataka,BAGALKOT,1999,Rabi       ,Maize,15401,hg/ha,26300,Pesticides Use,tonnes of active ingredients,384,661,91823,118930.56,27.54,82.45432595,5.950647577
Karnataka,BAGALKOT,1999,Rabi       ,Other  Rabi pulses,1598,hg/ha,26596,Pesticides Use,tonnes of active ingredients,357.55,661,91823,118930.56,18.49,82.1235421,7.236705436
Karnataka,BAGALKOT,1999,Rabi       ,Rapeseed &Mustard,74,hg/ha,27368,Pesticides Use,tonnes of active ingredients,547.3,661,91823,118930.56,26.63,80.2389895,6.501697816
Karnataka,BAGALKOT,1999,Rabi       ,Safflower,3926,hg/ha,27000,Pesticides Use,tonnes of active ingredients,435.31,661,91823,118930.56,24.78,82.20802629,7.592490617
Karnataka,BAGALKOT,1999,Rabi       ,Sunflower,24177,hg/ha,26667,Pesticides Use,tonnes of active ingredients,411.33,661,91823,118930.56,26.08,83.51827127,5.875345751
Karnataka,BAGALKOT,1999,Rabi       ,Wheat,21584,hg/ha,27404,Pesticides Use,tonnes of active ingredients,437.23,661,132795,127585,21.59,83.77345559,6.932400225
Karnataka,BAGALKOT,1999,Summer     ,Maize,416,hg/ha,28247,Pesticides Use,tonnes of active ingredients,450.71,661,132795,127585,20.04,80.72886384,6.946209881
Karnataka,BAGALKOT,1999,Summer     ,Sunflower,1527,hg/ha,28794,Pesticides Use,tonnes of active ingredients,470.87,661,132795,127585,17.66,83.29114712,5.739175027
Karnataka,BAGALKOT,1999,Whole Year ,Banana,954,hg/ha,29838,Pesticides Use,tonnes of active ingredients,491.03,661,132795,127585,17.66,82.74835604,6.738652179
Karnataka,BAGALKOT,1999,Whole Year ,Coconut ,1283,hg/ha,32000,Pesticides Use,tonnes of active ingredients,282.02,661,132795,127585,27.64,80.33502926,5.594819626
Karnataka,BAGALKOT,1999,Whole Year ,Coriander,31,hg/ha,28333,Pesticides Use,tonnes of active ingredients,328,661,132795,127585,20.04,82.11124033,6.946636369
Karnataka,BAGALKOT,1999,Whole Year ,Dry chillies,579,hg/ha,27000,Pesticides Use,tonnes of active ingredients,373.99,661,132795,127585,26.66,80.28597873,5.012139669
Karnataka,BAGALKOT,1999,Whole Year ,Garlic,30,hg/ha,27422,Pesticides Use,tonnes of active ingredients,419.97,661,132795,127585,18.39,80.56887849,6.363472208
Karnataka,BAGALKOT,1999,Whole Year ,Onion,3614,hg/ha,28489,Pesticides Use,tonnes of active ingredients,465.95,788,132795,127585,25.88,83.891805,6.880431223
Karnataka,BAGALKOT,1999,Whole Year ,Sugarcane,53888,hg/ha,75840,Pesticides Use,tonnes of active ingredients,511.93,788,132795,127585,24.01,82.1706881,7.300410836
Karnataka,BAGALKOT,1999,Whole Year ,Sweet potato,51,hg/ha,102916,Pesticides Use,tonnes of active ingredients,557.92,788,132795,127585,25.32,82.84022551,6.587918708
Karnataka,BAGALKOT,1999,Whole Year ,Turmeric,310,hg/ha,74836,Pesticides Use,tonnes of active ingredients,603.9,788,27765,127585,21.59,83.00320459,7.283736617
Karnataka,BAGALKOT,2000,Kharif     ,Arhar/Tur,4984,hg/ha,66225,Pesticides Use,tonnes of active ingredients,649.88,788,27765,127585,20.04,84.56919326,7.023936392
Karnataka,BAGALKOT,2000,Kharif     ,Bajra,41232,hg/ha,65000,Pesticides Use,tonnes of active ingredients,695.86,788,27765,127585,17.66,81.85872947,6.939083505
Karnataka,BAGALKOT,2000,Kharif     ,Castor seed,52,hg/ha,67810,Pesticides Use,tonnes of active ingredients,741.85,788,27765,127585,17.66,81.78596776,7.868474653
Karnataka,BAGALKOT,2000,Kharif     ,Cotton(lint),15767,hg/ha,77778,Pesticides Use,tonnes of active ingredients,787.83,788,27765,127585,27.64,81.97927117,5.005306977
Karnataka,BAGALKOT,2000,Kharif     ,Groundnut,14487,hg/ha,75949,Pesticides Use,tonnes of active ingredients,722.53,788,27765,127585,20.04,81.46033732,6.136131869
Karnataka,BAGALKOT,2000,Kharif     ,Horse-gram,2359,hg/ha,93358,Pesticides Use,tonnes of active ingredients,609.79,788,27765,127585,26.66,83.72874389,7.524080076
Karnataka,BAGALKOT,2000,Kharif     ,Jowar,11375,hg/ha,100779,Pesticides Use,tonnes of active ingredients,609.79,788,27765,127585,18.39,80.37979919,5.706943251
Karnataka,BAGALKOT,2000,Kharif     ,Maize,31263,hg/ha,100775,Pesticides Use,tonnes of active ingredients,609.79,788,27765,127585,25.88,82.94682591,5.758506323
Karnataka,BAGALKOT,2000,Kharif     ,Mesta,9,hg/ha,100858,Pesticides Use,tonnes of active ingredients,1508.55,788,27765,127585,24.01,81.05635517,6.349606327
Karnataka,BAGALKOT,2000,Kharif     ,Moong(Green Gram),23658,hg/ha,100918,Pesticides Use,tonnes of active ingredients,2763.66,788,27765,127585,25.32,84.96907151,5.999969026
Karnataka,BAGALKOT,2000,Kharif     ,Niger seed,435,hg/ha,101040,Pesticides Use,tonnes of active ingredients,2526.13,788,164604,127585,21.59,80.54372813,5.453592032
Karnataka,BAGALKOT,2000,Kharif     ,Other Kharif pulses,2961,hg/ha,100771,Pesticides Use,tonnes of active ingredients,2177.14,788,164604,127585,20.04,83.47038318,6.372576327
Karnataka,BAGALKOT,2000,Kharif     ,Rice,171,hg/ha,100842,Pesticides Use,tonnes of active ingredients,2123.71,788,164604,127585,17.66,81.43321641,5.105588355
Karnataka,BAGALKOT,2000,Kharif     ,Sesamum,1981,hg/ha,100788,Pesticides Use,tonnes of active ingredients,2049.09,788,164604,127585,17.66,81.40633547,5.935344406
Karnataka,BAGALKOT,2000,Kharif     ,Small millets,1142,hg/ha,100788,Pesticides Use,tonnes of active ingredients,2155.38,788,164604,127585,27.64,81.03569343,5.17782304
Karnataka,BAGALKOT,2000,Kharif     ,Soyabean,4743,hg/ha,72993,Pesticides Use,tonnes of active ingredients,2142.71,788,164604,127585,20.04,84.1341879,6.462391607
Karnataka,BAGALKOT,2000,Kharif     ,Sunflower,25378,hg/ha,134622,Pesticides Use,tonnes of active ingredients,1985.74,788,164604,127585,26.66,81.91411159,7.069172227
Karnataka,BAGALKOT,2000,Rabi       ,Gram,16454,hg/ha,134529,Pesticides Use,tonnes of active ingredients,2163.49,788,164604,127585,18.39,83.88387074,7.473134377
Karnataka,BAGALKOT,2000,Rabi       ,Groundnut,11875,hg/ha,129825,Pesticides Use,tonnes of active ingredients,1912.28,788,164604,127585,25.88,80.12267476,6.158376967
Karnataka,BAGALKOT,2000,Rabi       ,Horse-gram,1530,hg/ha,130303,Pesticides Use,tonnes of active ingredients,1696.51,788,164604,127585,24.01,83.85642678,7.549873681
Karnataka,BAGALKOT,2000,Rabi       ,Jowar,132473,hg/ha,83991,Pesticides Use,tonnes of active ingredients,1797.78,788,164604,127585,25.32,82.81088865,6.028321558
Karnataka,BAGALKOT,2000,Rabi       ,Linseed,4647,hg/ha,83984,Pesticides Use,tonnes of active ingredients,1797.78,788,30708,127585,21.59,83.46358271,6.604993475
Karnataka,BAGALKOT,2000,Rabi       ,Maize,17492,hg/ha,83985,Pesticides Use,tonnes of active ingredients,10.29,788,30708,127585,20.04,82.14004101,6.500343222
Karnataka,BAGALKOT,2000,Rabi       ,Other  Rabi pulses,677,hg/ha,83991,Pesticides Use,tonnes of active ingredients,9.06,788,30708,127585,17.66,83.3293191,5.935745417
Karnataka,BAGALKOT,2000,Rabi       ,Rapeseed &Mustard,74,hg/ha,82600,Pesticides Use,tonnes of active ingredients,8.63,788,30708,127585,17.66,84.67353597,7.072655622
Karnataka,BAGALKOT,2000,Rabi       ,Safflower,3296,hg/ha,81839,Pesticides Use,tonnes of active ingredients,30.77,788,30708,127585,27.64,83.59512273,5.333322606
Karnataka,BAGALKOT,2000,Rabi       ,Sunflower,36375,hg/ha,84000,Pesticides Use,tonnes of active ingredients,32.85,788,30708,127585,20.04,63.69070564,5.749914421
Karnataka,BAGALKOT,2000,Rabi       ,Wheat,23969,hg/ha,80166,Pesticides Use,tonnes of active ingredients,35.69,2391,30708,127585,26.66,71.57476937,6.931756558
Karnataka,BAGALKOT,2000,Summer     ,Maize,3129,hg/ha,83993,Pesticides Use,tonnes of active ingredients,34.73,2391,30708,127585,18.39,71.59351368,6.657964753
Karnataka,BAGALKOT,2000,Summer     ,Sunflower,2901,hg/ha,80393,Pesticides Use,tonnes of active ingredients,24.31,2391,30708,127585,25.88,57.68272924,6.596060648
Karnataka,BAGALKOT,2000,Whole Year ,Arecanut,4,hg/ha,84987,Pesticides Use,tonnes of active ingredients,18.75,2391,30708,127585,24.01,62.69503871,5.970458434
Karnataka,BAGALKOT,2000,Whole Year ,Banana,872,hg/ha,79615,Pesticides Use,tonnes of active ingredients,18.75,2391,30708,127585,25.32,57.80840636,6.158830619
Karnataka,BAGALKOT,2000,Whole Year ,Coconut ,1312,hg/ha,84718,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,21.59,66.50415474,6.047906679
Karnataka,BAGALKOT,2000,Whole Year ,Coriander,34,hg/ha,120000,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,20.04,66.6902901,5.913664501
Karnataka,BAGALKOT,2000,Whole Year ,Dry chillies,756,hg/ha,140000,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,17.66,62.5542482,5.855442401
Karnataka,BAGALKOT,2000,Whole Year ,Garlic,27,hg/ha,159091,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,17.66,66.78627406,5.750254943
Karnataka,BAGALKOT,2000,Whole Year ,Onion,3819,hg/ha,158824,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,27.64,73.4541537,5.852607099
Karnataka,BAGALKOT,2000,Whole Year ,Sannhamp,35,hg/ha,157576,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,20.04,68.3584573,6.472523287
Karnataka,BAGALKOT,2000,Whole Year ,Sugarcane,62050,hg/ha,157849,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,26.66,58.84015925,6.967057762
Karnataka,BAGALKOT,2000,Whole Year ,Sweet potato,51,hg/ha,157229,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,18.39,65.76816093,6.082973754
Karnataka,BAGALKOT,2000,Whole Year ,Turmeric,301,hg/ha,324237,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,25.88,60.2001687,5.919045532
Karnataka,BAGALKOT,2001,Kharif     ,Arhar/Tur,1502,hg/ha,219368,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,24.01,55.28220433,6.204747653
Karnataka,BAGALKOT,2001,Kharif     ,Bajra,15169,hg/ha,220100,Pesticides Use,tonnes of active ingredients,18.75,2391,15711,127585,25.32,70.4162444,6.600827017
Karnataka,BAGALKOT,2001,Kharif     ,Castor seed,19,hg/ha,133500,Pesticides Use,tonnes of active ingredients,18.75,2391,23724,127585,21.59,65.26185135,6.021902237
Karnataka,BAGALKOT,2001,Kharif     ,Cotton(lint),14104,hg/ha,169528,Pesticides Use,tonnes of active ingredients,18.75,2391,23724,127585,20.04,60.1159381,6.033550195
Karnataka,BAGALKOT,2001,Kharif     ,Groundnut,14509,hg/ha,208467,Pesticides Use,tonnes of active ingredients,18.75,2391,23724,127585,17.66,62.89366992,6.28886807
Karnataka,BAGALKOT,2001,Kharif     ,Horse-gram,1370,hg/ha,202301,Pesticides Use,tonnes of active ingredients,18.75,2391,23724,127585,17.66,73.80435276,6.550563823
Karnataka,BAGALKOT,2001,Kharif     ,Jowar,6786,hg/ha,206214,Pesticides Use,tonnes of active ingredients,18.75,2391,23724,127585,27.64,71.09445342,5.573286437
Karnataka,BAGALKOT,2001,Kharif     ,Maize,21340,hg/ha,210128,Pesticides Use,tonnes of active ingredients,18.75,2391,23724,127585,20.04,66.65952796,6.829199275
Karnataka,BAGALKOT,2001,Kharif     ,Mesta,5,hg/ha,214041,Pesticides Use,tonnes of active ingredients,3889.7,2391,23724,127585,26.66,58.75082029,5.716222912
Karnataka,BAGALKOT,2001,Kharif     ,Moong(Green Gram),2301,hg/ha,217954,Pesticides Use,tonnes of active ingredients,4158.5,2391,23724,127585,18.39,67.22190688,5.54990242
Karnataka,BAGALKOT,2001,Kharif     ,Niger seed,164,hg/ha,221867,Pesticides Use,tonnes of active ingredients,6146.9,2391,23724,127585,25.88,68.49835977,6.586244581
Karnataka,BAGALKOT,2001,Kharif     ,Other Kharif pulses,450,hg/ha,225780,Pesticides Use,tonnes of active ingredients,3905.4,2391,23724,127585,24.01,57.48775781,5.893093135
Karnataka,BAGALKOT,2001,Kharif     ,Rice,171,hg/ha,124876,Pesticides Use,tonnes of active ingredients,3247.2,2391,23724,127585,25.32,71.50905983,5.918263801
Karnataka,BAGALKOT,2001,Kharif     ,Sesamum,897,hg/ha,137406,Pesticides Use,tonnes of active ingredients,3582.5,2391,109463,127585,21.59,63.10459626,5.588650585
Karnataka,BAGALKOT,2001,Kharif     ,Small millets,43,hg/ha,138113,Pesticides Use,tonnes of active ingredients,2831.9,2391,109463,127585,20.04,63.4711755,6.576418207
Karnataka,BAGALKOT,2001,Kharif     ,Soyabean,410,hg/ha,123727,Pesticides Use,tonnes of active ingredients,1457.49,2391,109463,127585,17.66,63.1621551,6.178056304
Karnataka,BAGALKOT,2001,Kharif     ,Sunflower,8560,hg/ha,111111,Pesticides Use,tonnes of active ingredients,1549.87,2391,109463,127585,17.66,55.53128131,6.641906353
Karnataka,BAGALKOT,2001,Rabi       ,Gram,25681,hg/ha,115733,Pesticides Use,tonnes of active ingredients,1642.21,56,109463,127585,27.64,67.99257471,6.489040367
Karnataka,BAGALKOT,2001,Rabi       ,Horse-gram,9429,hg/ha,110000,Pesticides Use,tonnes of active ingredients,1515.43,56,109463,127585,20.04,61.89472002,5.680361038
Karnataka,BAGALKOT,2001,Rabi       ,Jowar,170489,hg/ha,116473,Pesticides Use,tonnes of active ingredients,1573.03,56,109463,127585,26.66,65.61418761,6.625404348
Karnataka,BAGALKOT,2001,Rabi       ,Linseed,6261,hg/ha,100036,Pesticides Use,tonnes of active ingredients,1545.6,56,109463,127585,18.39,74.089114,6.524478032
Karnataka,BAGALKOT,2001,Rabi       ,Maize,15597,hg/ha,125468,Pesticides Use,tonnes of active ingredients,1586.97,56,109463,127585,25.88,62.35750641,5.696205468
Karnataka,BAGALKOT,2001,Rabi       ,Other  Rabi pulses,660,hg/ha,125428,Pesticides Use,tonnes of active ingredients,1595.47,56,109463,127585,24.01,59.64024162,6.803931519
Karnataka,BAGALKOT,2001,Rabi       ,Rapeseed &Mustard,74,hg/ha,125448,Pesticides Use,tonnes of active ingredients,1498.24,56,109463,127585,25.32,74.82913698,6.252797548
Karnataka,BAGALKOT,2001,Rabi       ,Safflower,4793,hg/ha,125460,Pesticides Use,tonnes of active ingredients,1654.12,56,19699,127585,21.59,74.52600826,6.092725883
Karnataka,BAGALKOT,2001,Rabi       ,Sunflower,48590,hg/ha,125381,Pesticides Use,tonnes of active ingredients,1880.75,56,19699,127585,20.04,73.13112261,6.234330356
Karnataka,BAGALKOT,2001,Rabi       ,Wheat,25855,hg/ha,125427,Pesticides Use,tonnes of active ingredients,1410.5,56,19699,127585,17.66,70.04556743,5.722579819
Karnataka,BAGALKOT,2001,Summer     ,Maize,1396,hg/ha,125423,Pesticides Use,tonnes of active ingredients,1563.78,56,19699,127585,17.66,60.27766379,6.430616465
Karnataka,BAGALKOT,2001,Summer     ,Rice,13,hg/ha,125447,Pesticides Use,tonnes of active ingredients,1620.28,56,19699,127585,27.64,57.21025565,5.983952675
Karnataka,BAGALKOT,2001,Summer     ,Sunflower,3442,hg/ha,100750,Pesticides Use,tonnes of active ingredients,1721.83,56,19699,127585,20.04,72.85462807,6.80163854
Karnataka,BAGALKOT,2001,Whole Year ,Arecanut,4,hg/ha,100836,Pesticides Use,tonnes of active ingredients,1920.96,56,19699,127585,26.66,69.00128641,6.499936446
Karnataka,BAGALKOT,2001,Whole Year ,Coconut ,1142,hg/ha,157143,Pesticides Use,tonnes of active ingredients,1520.12,56,19699,127585,18.39,68.74248334,6.265564338
Karnataka,BAGALKOT,2001,Whole Year ,Coriander,30,hg/ha,180995,Pesticides Use,tonnes of active ingredients,1309,56,19699,127585,25.88,56.35606753,6.727303282
Karnataka,BAGALKOT,2001,Whole Year ,Dry chillies,704,hg/ha,180000,Pesticides Use,tonnes of active ingredients,1112,56,19699,127585,24.01,61.89082199,6.325235159
Karnataka,BAGALKOT,2001,Whole Year ,Onion,6247,hg/ha,180000,Pesticides Use,tonnes of active ingredients,944,56,19699,127585,25.32,65.47050802,6.807487794
Karnataka,BAGALKOT,2001,Whole Year ,Sannhamp,22,hg/ha,90000,Pesticides Use,tonnes of active ingredients,987,56,92000,127585,21.59,65.34583901,6.671085817
Karnataka,BAGALKOT,2001,Whole Year ,Sugarcane,60450,hg/ha,76239,Pesticides Use,tonnes of active ingredients,953,56,92000,127585,20.04,56.73426469,6.648725327
Karnataka,BAGALKOT,2001,Whole Year ,Turmeric,311,hg/ha,90000,Pesticides Use,tonnes of active ingredients,1245,56,92000,127585,17.66,63.91281869,6.439071996
